"taxon","structural_zero (Response = Non_Responder)","structural_zero (Response = Responder)"
"Sutterellaceae",FALSE,FALSE
"Chromobacteriaceae",FALSE,TRUE
"Neisseriaceae",FALSE,TRUE
"FGB10055",FALSE,FALSE
"FGB2394",FALSE,FALSE
"FGB2401",TRUE,FALSE
"FGB2403",FALSE,FALSE
"FGB2404",FALSE,FALSE
"FGB2874",TRUE,FALSE
"Desulfovibrionaceae",FALSE,FALSE
"Campylobacteraceae",FALSE,FALSE
"Aeromonadaceae",TRUE,FALSE
"Succinivibrionaceae",FALSE,TRUE
"Enterobacteriaceae",FALSE,FALSE
"Hafniaceae",FALSE,FALSE
"Morganellaceae",FALSE,FALSE
"Yersiniaceae",FALSE,TRUE
"Pasteurellaceae",FALSE,FALSE
"Pseudomonadaceae",FALSE,FALSE
"Xanthomonadaceae",TRUE,FALSE
"Synergistaceae",FALSE,FALSE
"FGB1787",FALSE,FALSE
"FGB1800",TRUE,FALSE
"FGB2164",FALSE,TRUE
"FGB2165",TRUE,FALSE
"FGB24796",TRUE,FALSE
"Puniceicoccaceae",FALSE,FALSE
"Akkermansiaceae",FALSE,FALSE
"Saccharomycetaceae",FALSE,TRUE
"Blastocystidae",FALSE,FALSE
"Methanomassiliicoccales",FALSE,FALSE
"Methanobacteriales",FALSE,FALSE
"Actinomycetales",FALSE,FALSE
"Bifidobacteriales",FALSE,FALSE
"Corynebacteriales",FALSE,FALSE
"Micrococcales",FALSE,FALSE
"Propionibacteriales",FALSE,FALSE
"OFGB12107",FALSE,FALSE
"OFGB2801",TRUE,FALSE
"OFGB2992",FALSE,FALSE
"OFGB77153",FALSE,TRUE
"OFGB77156",FALSE,TRUE
"OFGB77988",FALSE,FALSE
"Coriobacteriales",FALSE,FALSE
"Eggerthellales",FALSE,FALSE
"Bacteria_unclassified",FALSE,FALSE
"Bacteroidales",FALSE,FALSE
"OFGB11479",FALSE,FALSE
"OFGB1670",FALSE,FALSE
"OFGB33839",FALSE,FALSE
"OFGB4405",FALSE,FALSE
"OFGB4425",FALSE,FALSE
"OFGB529",FALSE,FALSE
"OFGB593",TRUE,FALSE
"OFGB602",FALSE,FALSE
"OFGB618",FALSE,FALSE
"OFGB629",FALSE,FALSE
"OFGB658",FALSE,FALSE
"OFGB667",FALSE,FALSE
"OFGB668",FALSE,FALSE
"OFGB9395",FALSE,TRUE
"Candidatus_Gastranaerophilales",FALSE,FALSE
"OFGB2106",FALSE,FALSE
"OFGB2107",FALSE,FALSE
"Candidatus_Nanoperiomorbales",TRUE,FALSE
"Candidatus_Nanogingivales",FALSE,FALSE
"Candidatus_Saccharibacteria_unclassified",FALSE,FALSE
"Candidatus_Nanosynbacterales",FALSE,FALSE
"Candidatus_Saccharimonadales",FALSE,FALSE
"Bacillales",FALSE,FALSE
"Lactobacillales",FALSE,FALSE
"OFGB10021",FALSE,FALSE
"OFGB1011",FALSE,FALSE
"OFGB1012",FALSE,FALSE
"OFGB10290",FALSE,FALSE
"OFGB10299",TRUE,FALSE
"OFGB10309",FALSE,FALSE
"OFGB10314",FALSE,TRUE
"OFGB10318",FALSE,FALSE
"OFGB10325",TRUE,FALSE
"OFGB10341",TRUE,FALSE
"OFGB10477",FALSE,FALSE
"OFGB11257",TRUE,FALSE
"OFGB1126",FALSE,FALSE
"OFGB11739",FALSE,FALSE
"OFGB11916",FALSE,FALSE
"OFGB1192",TRUE,FALSE
"OFGB1201",FALSE,FALSE
"OFGB1211",FALSE,FALSE
"OFGB1217",FALSE,FALSE
"OFGB1226",FALSE,FALSE
"OFGB1227",FALSE,FALSE
"OFGB1249",FALSE,FALSE
"OFGB1258",FALSE,FALSE
"OFGB1260",FALSE,FALSE
"OFGB1262",FALSE,FALSE
"OFGB1292",FALSE,FALSE
"OFGB1298",FALSE,FALSE
"OFGB1303",FALSE,FALSE
"OFGB1311",FALSE,FALSE
"OFGB1320",FALSE,FALSE
"OFGB1325",FALSE,FALSE
"OFGB1333",FALSE,TRUE
"OFGB1347",FALSE,TRUE
"OFGB1354",FALSE,FALSE
"OFGB1355",TRUE,FALSE
"OFGB1359",FALSE,FALSE
"OFGB1374",FALSE,FALSE
"OFGB1380",FALSE,FALSE
"OFGB1425",TRUE,FALSE
"OFGB1470",FALSE,FALSE
"OFGB1473",FALSE,FALSE
"OFGB1474",FALSE,FALSE
"OFGB14936",FALSE,FALSE
"OFGB15212",FALSE,TRUE
"OFGB1538",FALSE,FALSE
"OFGB1677",TRUE,FALSE
"OFGB16911",FALSE,TRUE
"OFGB1695",FALSE,FALSE
"OFGB1765",FALSE,FALSE
"OFGB1776",FALSE,FALSE
"OFGB1777",TRUE,FALSE
"OFGB1778",TRUE,FALSE
"OFGB1779",FALSE,FALSE
"OFGB1780",FALSE,FALSE
"OFGB1785",FALSE,FALSE
"OFGB1798",FALSE,FALSE
"OFGB1814",FALSE,FALSE
"OFGB1838",FALSE,TRUE
"OFGB24517",FALSE,FALSE
"OFGB25492",FALSE,TRUE
"OFGB2830",FALSE,TRUE
"OFGB2831",FALSE,FALSE
"OFGB2833",FALSE,FALSE
"OFGB2834",FALSE,FALSE
"OFGB28369",FALSE,FALSE
"OFGB2837",FALSE,FALSE
"OFGB2838",FALSE,FALSE
"OFGB2839",FALSE,FALSE
"OFGB2840",FALSE,FALSE
"OFGB2844",FALSE,FALSE
"OFGB2845",FALSE,FALSE
"OFGB2846",FALSE,FALSE
"OFGB2870",FALSE,TRUE
"OFGB2873",TRUE,FALSE
"OFGB2875",FALSE,FALSE
"OFGB28775",FALSE,FALSE
"OFGB2880",FALSE,FALSE
"OFGB2881",FALSE,FALSE
"OFGB2889",FALSE,FALSE
"OFGB2890",FALSE,FALSE
"OFGB2897",FALSE,FALSE
"OFGB2898",FALSE,FALSE
"OFGB2906",FALSE,FALSE
"OFGB2915",FALSE,FALSE
"OFGB2917",FALSE,FALSE
"OFGB2918",FALSE,FALSE
"OFGB2930",FALSE,FALSE
"OFGB2932",FALSE,FALSE
"OFGB2936",FALSE,FALSE
"OFGB2937",FALSE,FALSE
"OFGB2941",TRUE,FALSE
"OFGB2942",TRUE,FALSE
"OFGB2945",FALSE,FALSE
"OFGB2949",FALSE,FALSE
"OFGB2950",FALSE,FALSE
"OFGB2952",FALSE,FALSE
"OFGB2954",FALSE,FALSE
"OFGB2957",FALSE,FALSE
"OFGB2959",FALSE,FALSE
"OFGB2960",FALSE,FALSE
"OFGB2964",FALSE,FALSE
"OFGB2979",FALSE,FALSE
"OFGB2982",FALSE,FALSE
"OFGB2983",FALSE,FALSE
"OFGB2984",FALSE,FALSE
"OFGB2985",FALSE,FALSE
"OFGB2997",FALSE,FALSE
"OFGB2999",TRUE,FALSE
"OFGB3002",FALSE,FALSE
"OFGB3004",FALSE,FALSE
"OFGB3009",FALSE,FALSE
"OFGB3012",FALSE,FALSE
"OFGB3022",FALSE,FALSE
"OFGB3023",FALSE,FALSE
"OFGB3026",TRUE,FALSE
"OFGB30287",FALSE,FALSE
"OFGB30328",FALSE,FALSE
"OFGB3038",FALSE,FALSE
"OFGB3041",FALSE,FALSE
"OFGB3043",FALSE,FALSE
"OFGB3047",FALSE,FALSE
"OFGB3048",FALSE,FALSE
"OFGB3054",FALSE,FALSE
"OFGB3057",FALSE,FALSE
"OFGB3062",FALSE,FALSE
"OFGB3069",FALSE,FALSE
"OFGB3070",FALSE,FALSE
"OFGB3071",FALSE,FALSE
"OFGB3072",FALSE,FALSE
"OFGB31455",FALSE,FALSE
"OFGB3172",FALSE,FALSE
"OFGB320",FALSE,FALSE
"OFGB3297",FALSE,TRUE
"OFGB32970",FALSE,FALSE
"OFGB3625",FALSE,TRUE
"OFGB38642",FALSE,FALSE
"OFGB38703",FALSE,FALSE
"OFGB38791",TRUE,FALSE
"OFGB40183",FALSE,FALSE
"OFGB40230",FALSE,TRUE
"OFGB40333",TRUE,FALSE
"OFGB4529",TRUE,FALSE
"OFGB45503",FALSE,FALSE
"OFGB45555",FALSE,FALSE
"OFGB4559",FALSE,FALSE
"OFGB45628",FALSE,FALSE
"OFGB4605",FALSE,FALSE
"OFGB4616",FALSE,FALSE
"OFGB4623",FALSE,FALSE
"OFGB4648",FALSE,FALSE
"OFGB47591",TRUE,FALSE
"OFGB4761",TRUE,FALSE
"OFGB4806",FALSE,FALSE
"OFGB51793",TRUE,FALSE
"OFGB52309",FALSE,TRUE
"OFGB5569",TRUE,FALSE
"OFGB58251",FALSE,TRUE
"OFGB72899",FALSE,FALSE
"OFGB72904",FALSE,FALSE
"OFGB72924",FALSE,FALSE
"OFGB72939",FALSE,FALSE
"OFGB73062",FALSE,FALSE
"OFGB73185",TRUE,FALSE
"OFGB73223",FALSE,TRUE
"OFGB73902",FALSE,FALSE
"OFGB74971",TRUE,FALSE
"OFGB75497",TRUE,FALSE
"OFGB75721",FALSE,FALSE
"OFGB77202",FALSE,FALSE
"OFGB77220",FALSE,FALSE
"OFGB77241",FALSE,FALSE
"OFGB77243",FALSE,FALSE
"OFGB77406",TRUE,FALSE
"OFGB77508",FALSE,FALSE
"OFGB77566",FALSE,FALSE
"OFGB78183",FALSE,FALSE
"OFGB78291",FALSE,TRUE
"OFGB78335",FALSE,TRUE
"OFGB78645",TRUE,FALSE
"OFGB78697",TRUE,FALSE
"OFGB79211",FALSE,FALSE
"OFGB79237",FALSE,FALSE
"OFGB79244",FALSE,TRUE
"OFGB79245",FALSE,FALSE
"OFGB79253",TRUE,FALSE
"OFGB79266",FALSE,FALSE
"OFGB79270",TRUE,FALSE
"OFGB79291",FALSE,FALSE
"OFGB79294",FALSE,FALSE
"OFGB79326",FALSE,FALSE
"OFGB79363",FALSE,FALSE
"OFGB8140",TRUE,FALSE
"OFGB82363",FALSE,FALSE
"OFGB82399",TRUE,FALSE
"OFGB8287",FALSE,FALSE
"OFGB83839",FALSE,FALSE
"OFGB9115",FALSE,FALSE
"OFGB9119",FALSE,FALSE
"OFGB9120",FALSE,FALSE
"OFGB9238",FALSE,FALSE
"OFGB9272",FALSE,FALSE
"OFGB9491",FALSE,FALSE
"OFGB9512",FALSE,FALSE
"OFGB9536",FALSE,FALSE
"OFGB9583",TRUE,FALSE
"OFGB9714",TRUE,FALSE
"OFGB9718",FALSE,FALSE
"OFGB9977",FALSE,TRUE
"OFGB9989",FALSE,FALSE
"Candidatus_Borkfalkiales",FALSE,FALSE
"Clostridia_unclassified",FALSE,FALSE
"Eubacteriales",FALSE,FALSE
"Erysipelotrichales",FALSE,FALSE
"Firmicutes_unclassified",FALSE,FALSE
"Acidaminococcales",FALSE,FALSE
"Selenomonadales",FALSE,FALSE
"Veillonellales",FALSE,FALSE
"Tissierellales",FALSE,FALSE
"Tissierellia_unclassified",FALSE,FALSE
"Fusobacteriales",FALSE,FALSE
"OFGB2345",FALSE,FALSE
"OFGB2378",FALSE,FALSE
"Victivallales",FALSE,FALSE
"Hyphomicrobiales",FALSE,FALSE
"Sphingomonadales",FALSE,FALSE
"Burkholderiales",FALSE,FALSE
"Neisseriales",FALSE,TRUE
"OFGB10055",FALSE,FALSE
"OFGB2394",FALSE,FALSE
"OFGB2401",TRUE,FALSE
"OFGB2403",FALSE,FALSE
"OFGB2404",FALSE,FALSE
"OFGB2874",TRUE,FALSE
"Desulfovibrionales",FALSE,FALSE
"Campylobacterales",FALSE,FALSE
"Aeromonadales",FALSE,FALSE
"Enterobacterales",FALSE,FALSE
"Pasteurellales",FALSE,FALSE
"Pseudomonadales",FALSE,FALSE
"Xanthomonadales",TRUE,FALSE
"Synergistales",FALSE,FALSE
"OFGB1787",FALSE,FALSE
"OFGB1800",TRUE,FALSE
"OFGB2164",FALSE,TRUE
"OFGB2165",TRUE,FALSE
"OFGB24796",TRUE,FALSE
"Puniceicoccales",FALSE,FALSE
"Verrucomicrobiales",FALSE,FALSE
"Saccharomycetales",FALSE,TRUE
"Opalinata",FALSE,FALSE
"Thermoplasmata",FALSE,FALSE
"Methanobacteria",FALSE,FALSE
"Actinomycetia",FALSE,FALSE
"CFGB12107",FALSE,FALSE
"CFGB2801",TRUE,FALSE
"CFGB2992",FALSE,FALSE
"CFGB77153",FALSE,TRUE
"CFGB77156",FALSE,TRUE
"CFGB77988",FALSE,FALSE
"Coriobacteriia",FALSE,FALSE
"Bacteria_unclassified",FALSE,FALSE
"Bacteroidia",FALSE,FALSE
"CFGB11479",FALSE,FALSE
"CFGB1670",FALSE,FALSE
"CFGB33839",FALSE,FALSE
"CFGB4405",FALSE,FALSE
"CFGB4425",FALSE,FALSE
"CFGB529",FALSE,FALSE
"CFGB593",TRUE,FALSE
"CFGB602",FALSE,FALSE
"CFGB618",FALSE,FALSE
"CFGB629",FALSE,FALSE
"CFGB658",FALSE,FALSE
"CFGB667",FALSE,FALSE
"CFGB668",FALSE,FALSE
"CFGB9395",FALSE,TRUE
"Candidatus_Melainabacteria_unclassified",FALSE,FALSE
"CFGB2106",FALSE,FALSE
"CFGB2107",FALSE,FALSE
"Candidatus_Nanoperiomorbia",TRUE,FALSE
"Candidatus_Nanosyncoccalia",FALSE,FALSE
"Candidatus_Saccharibacteria_unclassified",FALSE,FALSE
"Candidatus_Saccharimonadia",FALSE,FALSE
"Bacilli",FALSE,FALSE
"CFGB10021",FALSE,FALSE
"CFGB1011",FALSE,FALSE
"CFGB1012",FALSE,FALSE
"CFGB10290",FALSE,FALSE
"CFGB10299",TRUE,FALSE
"CFGB10309",FALSE,FALSE
"CFGB10314",FALSE,TRUE
"CFGB10318",FALSE,FALSE
"CFGB10325",TRUE,FALSE
"CFGB10341",TRUE,FALSE
"CFGB10477",FALSE,FALSE
"CFGB11257",TRUE,FALSE
"CFGB1126",FALSE,FALSE
"CFGB11739",FALSE,FALSE
"CFGB11916",FALSE,FALSE
"CFGB1192",TRUE,FALSE
"CFGB1201",FALSE,FALSE
"CFGB1211",FALSE,FALSE
"CFGB1217",FALSE,FALSE
"CFGB1226",FALSE,FALSE
"CFGB1227",FALSE,FALSE
"CFGB1249",FALSE,FALSE
"CFGB1258",FALSE,FALSE
"CFGB1260",FALSE,FALSE
"CFGB1262",FALSE,FALSE
"CFGB1292",FALSE,FALSE
"CFGB1298",FALSE,FALSE
"CFGB1303",FALSE,FALSE
"CFGB1311",FALSE,FALSE
"CFGB1320",FALSE,FALSE
"CFGB1325",FALSE,FALSE
"CFGB1333",FALSE,TRUE
"CFGB1347",FALSE,TRUE
"CFGB1354",FALSE,FALSE
"CFGB1355",TRUE,FALSE
"CFGB1359",FALSE,FALSE
"CFGB1374",FALSE,FALSE
"CFGB1380",FALSE,FALSE
"CFGB1425",TRUE,FALSE
"CFGB1470",FALSE,FALSE
"CFGB1473",FALSE,FALSE
"CFGB1474",FALSE,FALSE
"CFGB14936",FALSE,FALSE
"CFGB15212",FALSE,TRUE
"CFGB1538",FALSE,FALSE
"CFGB1677",TRUE,FALSE
"CFGB16911",FALSE,TRUE
"CFGB1695",FALSE,FALSE
"CFGB1765",FALSE,FALSE
"CFGB1776",FALSE,FALSE
"CFGB1777",TRUE,FALSE
"CFGB1778",TRUE,FALSE
"CFGB1779",FALSE,FALSE
"CFGB1780",FALSE,FALSE
"CFGB1785",FALSE,FALSE
"CFGB1798",FALSE,FALSE
"CFGB1814",FALSE,FALSE
"CFGB1838",FALSE,TRUE
"CFGB24517",FALSE,FALSE
"CFGB25492",FALSE,TRUE
"CFGB2830",FALSE,TRUE
"CFGB2831",FALSE,FALSE
"CFGB2833",FALSE,FALSE
"CFGB2834",FALSE,FALSE
"CFGB28369",FALSE,FALSE
"CFGB2837",FALSE,FALSE
"CFGB2838",FALSE,FALSE
"CFGB2839",FALSE,FALSE
"CFGB2840",FALSE,FALSE
"CFGB2844",FALSE,FALSE
"CFGB2845",FALSE,FALSE
"CFGB2846",FALSE,FALSE
"CFGB2870",FALSE,TRUE
"CFGB2873",TRUE,FALSE
"CFGB2875",FALSE,FALSE
"CFGB28775",FALSE,FALSE
"CFGB2880",FALSE,FALSE
"CFGB2881",FALSE,FALSE
"CFGB2889",FALSE,FALSE
"CFGB2890",FALSE,FALSE
"CFGB2897",FALSE,FALSE
"CFGB2898",FALSE,FALSE
"CFGB2906",FALSE,FALSE
"CFGB2915",FALSE,FALSE
"CFGB2917",FALSE,FALSE
"CFGB2918",FALSE,FALSE
"CFGB2930",FALSE,FALSE
"CFGB2932",FALSE,FALSE
"CFGB2936",FALSE,FALSE
"CFGB2937",FALSE,FALSE
"CFGB2941",TRUE,FALSE
"CFGB2942",TRUE,FALSE
"CFGB2945",FALSE,FALSE
"CFGB2949",FALSE,FALSE
"CFGB2950",FALSE,FALSE
"CFGB2952",FALSE,FALSE
"CFGB2954",FALSE,FALSE
"CFGB2957",FALSE,FALSE
"CFGB2959",FALSE,FALSE
"CFGB2960",FALSE,FALSE
"CFGB2964",FALSE,FALSE
"CFGB2979",FALSE,FALSE
"CFGB2982",FALSE,FALSE
"CFGB2983",FALSE,FALSE
"CFGB2984",FALSE,FALSE
"CFGB2985",FALSE,FALSE
"CFGB2997",FALSE,FALSE
"CFGB2999",TRUE,FALSE
"CFGB3002",FALSE,FALSE
"CFGB3004",FALSE,FALSE
"CFGB3009",FALSE,FALSE
"CFGB3012",FALSE,FALSE
"CFGB3022",FALSE,FALSE
"CFGB3023",FALSE,FALSE
"CFGB3026",TRUE,FALSE
"CFGB30287",FALSE,FALSE
"CFGB30328",FALSE,FALSE
"CFGB3038",FALSE,FALSE
"CFGB3041",FALSE,FALSE
"CFGB3043",FALSE,FALSE
"CFGB3047",FALSE,FALSE
"CFGB3048",FALSE,FALSE
"CFGB3054",FALSE,FALSE
"CFGB3057",FALSE,FALSE
"CFGB3062",FALSE,FALSE
"CFGB3069",FALSE,FALSE
"CFGB3070",FALSE,FALSE
"CFGB3071",FALSE,FALSE
"CFGB3072",FALSE,FALSE
"CFGB31455",FALSE,FALSE
"CFGB3172",FALSE,FALSE
"CFGB320",FALSE,FALSE
"CFGB3297",FALSE,TRUE
"CFGB32970",FALSE,FALSE
"CFGB3625",FALSE,TRUE
"CFGB38642",FALSE,FALSE
"CFGB38703",FALSE,FALSE
"CFGB38791",TRUE,FALSE
"CFGB40183",FALSE,FALSE
"CFGB40230",FALSE,TRUE
"CFGB40333",TRUE,FALSE
"CFGB4529",TRUE,FALSE
"CFGB45503",FALSE,FALSE
"CFGB45555",FALSE,FALSE
"CFGB4559",FALSE,FALSE
"CFGB45628",FALSE,FALSE
"CFGB4605",FALSE,FALSE
"CFGB4616",FALSE,FALSE
"CFGB4623",FALSE,FALSE
"CFGB4648",FALSE,FALSE
"CFGB47591",TRUE,FALSE
"CFGB4761",TRUE,FALSE
"CFGB4806",FALSE,FALSE
"CFGB51793",TRUE,FALSE
"CFGB52309",FALSE,TRUE
"CFGB5569",TRUE,FALSE
"CFGB58251",FALSE,TRUE
"CFGB72899",FALSE,FALSE
"CFGB72904",FALSE,FALSE
"CFGB72924",FALSE,FALSE
"CFGB72939",FALSE,FALSE
"CFGB73062",FALSE,FALSE
"CFGB73185",TRUE,FALSE
"CFGB73223",FALSE,TRUE
"CFGB73902",FALSE,FALSE
"CFGB74971",TRUE,FALSE
"CFGB75497",TRUE,FALSE
"CFGB75721",FALSE,FALSE
"CFGB77202",FALSE,FALSE
"CFGB77220",FALSE,FALSE
"CFGB77241",FALSE,FALSE
"CFGB77243",FALSE,FALSE
"CFGB77406",TRUE,FALSE
"CFGB77508",FALSE,FALSE
"CFGB77566",FALSE,FALSE
"CFGB78183",FALSE,FALSE
"CFGB78291",FALSE,TRUE
"CFGB78335",FALSE,TRUE
"CFGB78645",TRUE,FALSE
"CFGB78697",TRUE,FALSE
"CFGB79211",FALSE,FALSE
"CFGB79237",FALSE,FALSE
"CFGB79244",FALSE,TRUE
"CFGB79245",FALSE,FALSE
"CFGB79253",TRUE,FALSE
"CFGB79266",FALSE,FALSE
"CFGB79270",TRUE,FALSE
"CFGB79291",FALSE,FALSE
"CFGB79294",FALSE,FALSE
"CFGB79326",FALSE,FALSE
"CFGB79363",FALSE,FALSE
"CFGB8140",TRUE,FALSE
"CFGB82363",FALSE,FALSE
"CFGB82399",TRUE,FALSE
"CFGB8287",FALSE,FALSE
"CFGB83839",FALSE,FALSE
"CFGB9115",FALSE,FALSE
"CFGB9119",FALSE,FALSE
"CFGB9120",FALSE,FALSE
"CFGB9238",FALSE,FALSE
"CFGB9272",FALSE,FALSE
"CFGB9491",FALSE,FALSE
"CFGB9512",FALSE,FALSE
"CFGB9536",FALSE,FALSE
"CFGB9583",TRUE,FALSE
"CFGB9714",TRUE,FALSE
"CFGB9718",FALSE,FALSE
"CFGB9977",FALSE,TRUE
"CFGB9989",FALSE,FALSE
"Clostridia",FALSE,FALSE
"Erysipelotrichia",FALSE,FALSE
"Firmicutes_unclassified",FALSE,FALSE
"Negativicutes",FALSE,FALSE
"Tissierellia",FALSE,FALSE
"Fusobacteriia",FALSE,FALSE
"CFGB2345",FALSE,FALSE
"CFGB2378",FALSE,FALSE
"Lentisphaeria",FALSE,FALSE
"Alphaproteobacteria",FALSE,FALSE
"Betaproteobacteria",FALSE,FALSE
"CFGB10055",FALSE,FALSE
"CFGB2394",FALSE,FALSE
"CFGB2401",TRUE,FALSE
"CFGB2403",FALSE,FALSE
"CFGB2404",FALSE,FALSE
"CFGB2874",TRUE,FALSE
"Deltaproteobacteria",FALSE,FALSE
"Epsilonproteobacteria",FALSE,FALSE
"Gammaproteobacteria",FALSE,FALSE
"Synergistia",FALSE,FALSE
"CFGB1787",FALSE,FALSE
"CFGB1800",TRUE,FALSE
"CFGB2164",FALSE,TRUE
"CFGB2165",TRUE,FALSE
"CFGB24796",TRUE,FALSE
"Opitutae",FALSE,FALSE
"Verrucomicrobiae",FALSE,FALSE
"Saccharomycetes",FALSE,TRUE
"Bigyra",FALSE,FALSE
"Candidatus_Thermoplasmatota",FALSE,FALSE
"Euryarchaeota",FALSE,FALSE
"Actinobacteria",FALSE,FALSE
"Bacteria_unclassified",FALSE,FALSE
"Bacteroidota",FALSE,FALSE
"Candidatus_Melainabacteria",FALSE,FALSE
"Candidatus_Saccharibacteria",FALSE,FALSE
"Firmicutes",FALSE,FALSE
"Fusobacteria",FALSE,FALSE
"Lentisphaerae",FALSE,FALSE
"Proteobacteria",FALSE,FALSE
"Synergistetes",FALSE,FALSE
"Tenericutes",FALSE,FALSE
"Verrucomicrobia",FALSE,FALSE
"Ascomycota",FALSE,TRUE
"Eukaryota_unclassified",FALSE,FALSE
"Archaea",FALSE,FALSE
"Bacteria",FALSE,FALSE
"Eukaryota",FALSE,FALSE
