M-Group	M-Group-Type [k|u]	M-Group  Label (kVSG only)	SGB	hits	genomes in the SGB
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	uSGB81743 	1	2
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB81413 	1	2
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10132 	1	20
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10254 	1	21
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10269 	1	39
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10289 	1	15
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10090 	1	495
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10122 	1	18
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10116 	1	262
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10209 	1	43
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB31197 	1	1
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB9862 	1	968
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10124 	1	131
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10071 	1	24
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10135 	1	64
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB12017 	1	1
M1221	kVSG	NC_0421281_Escherichia_phage_RCS47|NC_0311291_Salmonella_phage_SJ46|NC_0058561_Enterobacteria_phage_P1	kSGB10220 	1	245
M1222	kVSG	NC_0223401_Propionibacterium_phage_PHL114L00|NC_0276211_Propionibacterium_phage_Wizzo|NC_0188521_Propionibacterium_phage_P100D|NC_0276201_Propionibacterium_phage_MrAK|NC_0419541_Propionibacterium_phage_Keiki|NC_0273701_Propionibacterium_phage_PHL179M00|NC_0273911_Propionibacterium_phage_PHL041M10|NC_0188391_Propionibacterium_phage_P144|NC_0272951_Propionibacterium_phage_PHL199M00|NC_0154531_Propionibacterium_phage_PAS50_endogenous_virus|NC_0276271_Propionibacterium_phage_Solid|NC_0274001_Propionibacterium_phage_PHL055N00|NC_0273891_Propionibacterium_phage_PHL141N00|NC_0223371_Propionibacterium_phage_PHL071N05|NC_0273571_Propionibacterium_phage_PHL025M00|NC_0274011_Propionibacterium_phage_PHL095N00|NC_0188421_Propionibacterium_phage_P11|NC_0223421_Propionibacterium_phage_PHL111M01|NC_0273361_Propionibacterium_phage_PHL009M11|NC_0188471_Propionibacterium_phage_ATCC29399B_T|NC_0095411_Propionibacterium_phage_PA6|NC_0276221_Propionibacterium_phage_Stormborn|NC_0310052_Propionibacterium_phage_QueenBey|NC_0273801_Propionibacterium_phage_PHL067M01|NC_0276251_Propionibacterium_phage_Kubed|NC_0273621_Propionibacterium_phage_PHL116M00|NC_0276281_Propionibacterium_phage_Lauchelly|NC_0273671_Propionibacterium_phage_PHL132N00|NC_0188381_Propionibacterium_phage_P100_A|NC_0273611_Propionibacterium_phage_PHL085N00|NC_0273541_Propionibacterium_phage_PHL301M00|NC_0276291_Propionibacterium_phage_Attacne|NC_0223411_Propionibacterium_phage_PHL113M01|NC_0223361_Propionibacterium_phage_PHL010M04|NC_0273711_Propionibacterium_phage_Pacnes_201215|NC_0273761_Propionibacterium_phage_PHL308M00|NC_0273861_Propionibacterium_phage_PHL152M00|NC_0273331_Propionibacterium_phage_PHL070N00|NC_0154541_Propionibacterium_phage_PAD20_endogenous_virus|NC_0188451_Propionibacterium_phage_P104A|NC_0223381_Propionibacterium_phage_PHL060L00|NC_0310841_Propionibacterium_phage_BruceLethal|NC_0289671_Propionibacterium_phage_PAC1|NC_0223341_Propionibacterium_phage_PHL112N00|NC_0273731_Propionibacterium_phage_PHL030N00|NC_0273461_Propionibacterium_phage_PHL171M01|NC_0276301_Propionibacterium_phage_Ouroboros|NC_0273851_Propionibacterium_phage_PHL092M00|NC_0311191_Propionibacterium_phage_Enoki|NC_0276261_Propionibacterium_phage_Procrass1|NC_0188401_Propionibacterium_phage_P100_1|NC_0286941_Propionibacterium_phage_PA114	kSGB16955 	8	308
M1222	kVSG	NC_0223401_Propionibacterium_phage_PHL114L00|NC_0276211_Propionibacterium_phage_Wizzo|NC_0188521_Propionibacterium_phage_P100D|NC_0276201_Propionibacterium_phage_MrAK|NC_0419541_Propionibacterium_phage_Keiki|NC_0273701_Propionibacterium_phage_PHL179M00|NC_0273911_Propionibacterium_phage_PHL041M10|NC_0188391_Propionibacterium_phage_P144|NC_0272951_Propionibacterium_phage_PHL199M00|NC_0154531_Propionibacterium_phage_PAS50_endogenous_virus|NC_0276271_Propionibacterium_phage_Solid|NC_0274001_Propionibacterium_phage_PHL055N00|NC_0273891_Propionibacterium_phage_PHL141N00|NC_0223371_Propionibacterium_phage_PHL071N05|NC_0273571_Propionibacterium_phage_PHL025M00|NC_0274011_Propionibacterium_phage_PHL095N00|NC_0188421_Propionibacterium_phage_P11|NC_0223421_Propionibacterium_phage_PHL111M01|NC_0273361_Propionibacterium_phage_PHL009M11|NC_0188471_Propionibacterium_phage_ATCC29399B_T|NC_0095411_Propionibacterium_phage_PA6|NC_0276221_Propionibacterium_phage_Stormborn|NC_0310052_Propionibacterium_phage_QueenBey|NC_0273801_Propionibacterium_phage_PHL067M01|NC_0276251_Propionibacterium_phage_Kubed|NC_0273621_Propionibacterium_phage_PHL116M00|NC_0276281_Propionibacterium_phage_Lauchelly|NC_0273671_Propionibacterium_phage_PHL132N00|NC_0188381_Propionibacterium_phage_P100_A|NC_0273611_Propionibacterium_phage_PHL085N00|NC_0273541_Propionibacterium_phage_PHL301M00|NC_0276291_Propionibacterium_phage_Attacne|NC_0223411_Propionibacterium_phage_PHL113M01|NC_0223361_Propionibacterium_phage_PHL010M04|NC_0273711_Propionibacterium_phage_Pacnes_201215|NC_0273761_Propionibacterium_phage_PHL308M00|NC_0273861_Propionibacterium_phage_PHL152M00|NC_0273331_Propionibacterium_phage_PHL070N00|NC_0154541_Propionibacterium_phage_PAD20_endogenous_virus|NC_0188451_Propionibacterium_phage_P104A|NC_0223381_Propionibacterium_phage_PHL060L00|NC_0310841_Propionibacterium_phage_BruceLethal|NC_0289671_Propionibacterium_phage_PAC1|NC_0223341_Propionibacterium_phage_PHL112N00|NC_0273731_Propionibacterium_phage_PHL030N00|NC_0273461_Propionibacterium_phage_PHL171M01|NC_0276301_Propionibacterium_phage_Ouroboros|NC_0273851_Propionibacterium_phage_PHL092M00|NC_0311191_Propionibacterium_phage_Enoki|NC_0276261_Propionibacterium_phage_Procrass1|NC_0188401_Propionibacterium_phage_P100_1|NC_0286941_Propionibacterium_phage_PA114	kSGB16953 	3	83
M1222	kVSG	NC_0223401_Propionibacterium_phage_PHL114L00|NC_0276211_Propionibacterium_phage_Wizzo|NC_0188521_Propionibacterium_phage_P100D|NC_0276201_Propionibacterium_phage_MrAK|NC_0419541_Propionibacterium_phage_Keiki|NC_0273701_Propionibacterium_phage_PHL179M00|NC_0273911_Propionibacterium_phage_PHL041M10|NC_0188391_Propionibacterium_phage_P144|NC_0272951_Propionibacterium_phage_PHL199M00|NC_0154531_Propionibacterium_phage_PAS50_endogenous_virus|NC_0276271_Propionibacterium_phage_Solid|NC_0274001_Propionibacterium_phage_PHL055N00|NC_0273891_Propionibacterium_phage_PHL141N00|NC_0223371_Propionibacterium_phage_PHL071N05|NC_0273571_Propionibacterium_phage_PHL025M00|NC_0274011_Propionibacterium_phage_PHL095N00|NC_0188421_Propionibacterium_phage_P11|NC_0223421_Propionibacterium_phage_PHL111M01|NC_0273361_Propionibacterium_phage_PHL009M11|NC_0188471_Propionibacterium_phage_ATCC29399B_T|NC_0095411_Propionibacterium_phage_PA6|NC_0276221_Propionibacterium_phage_Stormborn|NC_0310052_Propionibacterium_phage_QueenBey|NC_0273801_Propionibacterium_phage_PHL067M01|NC_0276251_Propionibacterium_phage_Kubed|NC_0273621_Propionibacterium_phage_PHL116M00|NC_0276281_Propionibacterium_phage_Lauchelly|NC_0273671_Propionibacterium_phage_PHL132N00|NC_0188381_Propionibacterium_phage_P100_A|NC_0273611_Propionibacterium_phage_PHL085N00|NC_0273541_Propionibacterium_phage_PHL301M00|NC_0276291_Propionibacterium_phage_Attacne|NC_0223411_Propionibacterium_phage_PHL113M01|NC_0223361_Propionibacterium_phage_PHL010M04|NC_0273711_Propionibacterium_phage_Pacnes_201215|NC_0273761_Propionibacterium_phage_PHL308M00|NC_0273861_Propionibacterium_phage_PHL152M00|NC_0273331_Propionibacterium_phage_PHL070N00|NC_0154541_Propionibacterium_phage_PAD20_endogenous_virus|NC_0188451_Propionibacterium_phage_P104A|NC_0223381_Propionibacterium_phage_PHL060L00|NC_0310841_Propionibacterium_phage_BruceLethal|NC_0289671_Propionibacterium_phage_PAC1|NC_0223341_Propionibacterium_phage_PHL112N00|NC_0273731_Propionibacterium_phage_PHL030N00|NC_0273461_Propionibacterium_phage_PHL171M01|NC_0276301_Propionibacterium_phage_Ouroboros|NC_0273851_Propionibacterium_phage_PHL092M00|NC_0311191_Propionibacterium_phage_Enoki|NC_0276261_Propionibacterium_phage_Procrass1|NC_0188401_Propionibacterium_phage_P100_1|NC_0286941_Propionibacterium_phage_PA114	kSGB4874 	2	4240
M1222	kVSG	NC_0223401_Propionibacterium_phage_PHL114L00|NC_0276211_Propionibacterium_phage_Wizzo|NC_0188521_Propionibacterium_phage_P100D|NC_0276201_Propionibacterium_phage_MrAK|NC_0419541_Propionibacterium_phage_Keiki|NC_0273701_Propionibacterium_phage_PHL179M00|NC_0273911_Propionibacterium_phage_PHL041M10|NC_0188391_Propionibacterium_phage_P144|NC_0272951_Propionibacterium_phage_PHL199M00|NC_0154531_Propionibacterium_phage_PAS50_endogenous_virus|NC_0276271_Propionibacterium_phage_Solid|NC_0274001_Propionibacterium_phage_PHL055N00|NC_0273891_Propionibacterium_phage_PHL141N00|NC_0223371_Propionibacterium_phage_PHL071N05|NC_0273571_Propionibacterium_phage_PHL025M00|NC_0274011_Propionibacterium_phage_PHL095N00|NC_0188421_Propionibacterium_phage_P11|NC_0223421_Propionibacterium_phage_PHL111M01|NC_0273361_Propionibacterium_phage_PHL009M11|NC_0188471_Propionibacterium_phage_ATCC29399B_T|NC_0095411_Propionibacterium_phage_PA6|NC_0276221_Propionibacterium_phage_Stormborn|NC_0310052_Propionibacterium_phage_QueenBey|NC_0273801_Propionibacterium_phage_PHL067M01|NC_0276251_Propionibacterium_phage_Kubed|NC_0273621_Propionibacterium_phage_PHL116M00|NC_0276281_Propionibacterium_phage_Lauchelly|NC_0273671_Propionibacterium_phage_PHL132N00|NC_0188381_Propionibacterium_phage_P100_A|NC_0273611_Propionibacterium_phage_PHL085N00|NC_0273541_Propionibacterium_phage_PHL301M00|NC_0276291_Propionibacterium_phage_Attacne|NC_0223411_Propionibacterium_phage_PHL113M01|NC_0223361_Propionibacterium_phage_PHL010M04|NC_0273711_Propionibacterium_phage_Pacnes_201215|NC_0273761_Propionibacterium_phage_PHL308M00|NC_0273861_Propionibacterium_phage_PHL152M00|NC_0273331_Propionibacterium_phage_PHL070N00|NC_0154541_Propionibacterium_phage_PAD20_endogenous_virus|NC_0188451_Propionibacterium_phage_P104A|NC_0223381_Propionibacterium_phage_PHL060L00|NC_0310841_Propionibacterium_phage_BruceLethal|NC_0289671_Propionibacterium_phage_PAC1|NC_0223341_Propionibacterium_phage_PHL112N00|NC_0273731_Propionibacterium_phage_PHL030N00|NC_0273461_Propionibacterium_phage_PHL171M01|NC_0276301_Propionibacterium_phage_Ouroboros|NC_0273851_Propionibacterium_phage_PHL092M00|NC_0311191_Propionibacterium_phage_Enoki|NC_0276261_Propionibacterium_phage_Procrass1|NC_0188401_Propionibacterium_phage_P100_1|NC_0286941_Propionibacterium_phage_PA114	kSGB17153 	1	11
M1222	kVSG	NC_0223401_Propionibacterium_phage_PHL114L00|NC_0276211_Propionibacterium_phage_Wizzo|NC_0188521_Propionibacterium_phage_P100D|NC_0276201_Propionibacterium_phage_MrAK|NC_0419541_Propionibacterium_phage_Keiki|NC_0273701_Propionibacterium_phage_PHL179M00|NC_0273911_Propionibacterium_phage_PHL041M10|NC_0188391_Propionibacterium_phage_P144|NC_0272951_Propionibacterium_phage_PHL199M00|NC_0154531_Propionibacterium_phage_PAS50_endogenous_virus|NC_0276271_Propionibacterium_phage_Solid|NC_0274001_Propionibacterium_phage_PHL055N00|NC_0273891_Propionibacterium_phage_PHL141N00|NC_0223371_Propionibacterium_phage_PHL071N05|NC_0273571_Propionibacterium_phage_PHL025M00|NC_0274011_Propionibacterium_phage_PHL095N00|NC_0188421_Propionibacterium_phage_P11|NC_0223421_Propionibacterium_phage_PHL111M01|NC_0273361_Propionibacterium_phage_PHL009M11|NC_0188471_Propionibacterium_phage_ATCC29399B_T|NC_0095411_Propionibacterium_phage_PA6|NC_0276221_Propionibacterium_phage_Stormborn|NC_0310052_Propionibacterium_phage_QueenBey|NC_0273801_Propionibacterium_phage_PHL067M01|NC_0276251_Propionibacterium_phage_Kubed|NC_0273621_Propionibacterium_phage_PHL116M00|NC_0276281_Propionibacterium_phage_Lauchelly|NC_0273671_Propionibacterium_phage_PHL132N00|NC_0188381_Propionibacterium_phage_P100_A|NC_0273611_Propionibacterium_phage_PHL085N00|NC_0273541_Propionibacterium_phage_PHL301M00|NC_0276291_Propionibacterium_phage_Attacne|NC_0223411_Propionibacterium_phage_PHL113M01|NC_0223361_Propionibacterium_phage_PHL010M04|NC_0273711_Propionibacterium_phage_Pacnes_201215|NC_0273761_Propionibacterium_phage_PHL308M00|NC_0273861_Propionibacterium_phage_PHL152M00|NC_0273331_Propionibacterium_phage_PHL070N00|NC_0154541_Propionibacterium_phage_PAD20_endogenous_virus|NC_0188451_Propionibacterium_phage_P104A|NC_0223381_Propionibacterium_phage_PHL060L00|NC_0310841_Propionibacterium_phage_BruceLethal|NC_0289671_Propionibacterium_phage_PAC1|NC_0223341_Propionibacterium_phage_PHL112N00|NC_0273731_Propionibacterium_phage_PHL030N00|NC_0273461_Propionibacterium_phage_PHL171M01|NC_0276301_Propionibacterium_phage_Ouroboros|NC_0273851_Propionibacterium_phage_PHL092M00|NC_0311191_Propionibacterium_phage_Enoki|NC_0276261_Propionibacterium_phage_Procrass1|NC_0188401_Propionibacterium_phage_P100_1|NC_0286941_Propionibacterium_phage_PA114	uSGB1024 	1	350
M1222	kVSG	NC_0223401_Propionibacterium_phage_PHL114L00|NC_0276211_Propionibacterium_phage_Wizzo|NC_0188521_Propionibacterium_phage_P100D|NC_0276201_Propionibacterium_phage_MrAK|NC_0419541_Propionibacterium_phage_Keiki|NC_0273701_Propionibacterium_phage_PHL179M00|NC_0273911_Propionibacterium_phage_PHL041M10|NC_0188391_Propionibacterium_phage_P144|NC_0272951_Propionibacterium_phage_PHL199M00|NC_0154531_Propionibacterium_phage_PAS50_endogenous_virus|NC_0276271_Propionibacterium_phage_Solid|NC_0274001_Propionibacterium_phage_PHL055N00|NC_0273891_Propionibacterium_phage_PHL141N00|NC_0223371_Propionibacterium_phage_PHL071N05|NC_0273571_Propionibacterium_phage_PHL025M00|NC_0274011_Propionibacterium_phage_PHL095N00|NC_0188421_Propionibacterium_phage_P11|NC_0223421_Propionibacterium_phage_PHL111M01|NC_0273361_Propionibacterium_phage_PHL009M11|NC_0188471_Propionibacterium_phage_ATCC29399B_T|NC_0095411_Propionibacterium_phage_PA6|NC_0276221_Propionibacterium_phage_Stormborn|NC_0310052_Propionibacterium_phage_QueenBey|NC_0273801_Propionibacterium_phage_PHL067M01|NC_0276251_Propionibacterium_phage_Kubed|NC_0273621_Propionibacterium_phage_PHL116M00|NC_0276281_Propionibacterium_phage_Lauchelly|NC_0273671_Propionibacterium_phage_PHL132N00|NC_0188381_Propionibacterium_phage_P100_A|NC_0273611_Propionibacterium_phage_PHL085N00|NC_0273541_Propionibacterium_phage_PHL301M00|NC_0276291_Propionibacterium_phage_Attacne|NC_0223411_Propionibacterium_phage_PHL113M01|NC_0223361_Propionibacterium_phage_PHL010M04|NC_0273711_Propionibacterium_phage_Pacnes_201215|NC_0273761_Propionibacterium_phage_PHL308M00|NC_0273861_Propionibacterium_phage_PHL152M00|NC_0273331_Propionibacterium_phage_PHL070N00|NC_0154541_Propionibacterium_phage_PAD20_endogenous_virus|NC_0188451_Propionibacterium_phage_P104A|NC_0223381_Propionibacterium_phage_PHL060L00|NC_0310841_Propionibacterium_phage_BruceLethal|NC_0289671_Propionibacterium_phage_PAC1|NC_0223341_Propionibacterium_phage_PHL112N00|NC_0273731_Propionibacterium_phage_PHL030N00|NC_0273461_Propionibacterium_phage_PHL171M01|NC_0276301_Propionibacterium_phage_Ouroboros|NC_0273851_Propionibacterium_phage_PHL092M00|NC_0311191_Propionibacterium_phage_Enoki|NC_0276261_Propionibacterium_phage_Procrass1|NC_0188401_Propionibacterium_phage_P100_1|NC_0286941_Propionibacterium_phage_PA114	uSGB3978 	1	12
M1222	kVSG	NC_0223401_Propionibacterium_phage_PHL114L00|NC_0276211_Propionibacterium_phage_Wizzo|NC_0188521_Propionibacterium_phage_P100D|NC_0276201_Propionibacterium_phage_MrAK|NC_0419541_Propionibacterium_phage_Keiki|NC_0273701_Propionibacterium_phage_PHL179M00|NC_0273911_Propionibacterium_phage_PHL041M10|NC_0188391_Propionibacterium_phage_P144|NC_0272951_Propionibacterium_phage_PHL199M00|NC_0154531_Propionibacterium_phage_PAS50_endogenous_virus|NC_0276271_Propionibacterium_phage_Solid|NC_0274001_Propionibacterium_phage_PHL055N00|NC_0273891_Propionibacterium_phage_PHL141N00|NC_0223371_Propionibacterium_phage_PHL071N05|NC_0273571_Propionibacterium_phage_PHL025M00|NC_0274011_Propionibacterium_phage_PHL095N00|NC_0188421_Propionibacterium_phage_P11|NC_0223421_Propionibacterium_phage_PHL111M01|NC_0273361_Propionibacterium_phage_PHL009M11|NC_0188471_Propionibacterium_phage_ATCC29399B_T|NC_0095411_Propionibacterium_phage_PA6|NC_0276221_Propionibacterium_phage_Stormborn|NC_0310052_Propionibacterium_phage_QueenBey|NC_0273801_Propionibacterium_phage_PHL067M01|NC_0276251_Propionibacterium_phage_Kubed|NC_0273621_Propionibacterium_phage_PHL116M00|NC_0276281_Propionibacterium_phage_Lauchelly|NC_0273671_Propionibacterium_phage_PHL132N00|NC_0188381_Propionibacterium_phage_P100_A|NC_0273611_Propionibacterium_phage_PHL085N00|NC_0273541_Propionibacterium_phage_PHL301M00|NC_0276291_Propionibacterium_phage_Attacne|NC_0223411_Propionibacterium_phage_PHL113M01|NC_0223361_Propionibacterium_phage_PHL010M04|NC_0273711_Propionibacterium_phage_Pacnes_201215|NC_0273761_Propionibacterium_phage_PHL308M00|NC_0273861_Propionibacterium_phage_PHL152M00|NC_0273331_Propionibacterium_phage_PHL070N00|NC_0154541_Propionibacterium_phage_PAD20_endogenous_virus|NC_0188451_Propionibacterium_phage_P104A|NC_0223381_Propionibacterium_phage_PHL060L00|NC_0310841_Propionibacterium_phage_BruceLethal|NC_0289671_Propionibacterium_phage_PAC1|NC_0223341_Propionibacterium_phage_PHL112N00|NC_0273731_Propionibacterium_phage_PHL030N00|NC_0273461_Propionibacterium_phage_PHL171M01|NC_0276301_Propionibacterium_phage_Ouroboros|NC_0273851_Propionibacterium_phage_PHL092M00|NC_0311191_Propionibacterium_phage_Enoki|NC_0276261_Propionibacterium_phage_Procrass1|NC_0188401_Propionibacterium_phage_P100_1|NC_0286941_Propionibacterium_phage_PA114	uSGB5684 	1	31
M1222	kVSG	NC_0223401_Propionibacterium_phage_PHL114L00|NC_0276211_Propionibacterium_phage_Wizzo|NC_0188521_Propionibacterium_phage_P100D|NC_0276201_Propionibacterium_phage_MrAK|NC_0419541_Propionibacterium_phage_Keiki|NC_0273701_Propionibacterium_phage_PHL179M00|NC_0273911_Propionibacterium_phage_PHL041M10|NC_0188391_Propionibacterium_phage_P144|NC_0272951_Propionibacterium_phage_PHL199M00|NC_0154531_Propionibacterium_phage_PAS50_endogenous_virus|NC_0276271_Propionibacterium_phage_Solid|NC_0274001_Propionibacterium_phage_PHL055N00|NC_0273891_Propionibacterium_phage_PHL141N00|NC_0223371_Propionibacterium_phage_PHL071N05|NC_0273571_Propionibacterium_phage_PHL025M00|NC_0274011_Propionibacterium_phage_PHL095N00|NC_0188421_Propionibacterium_phage_P11|NC_0223421_Propionibacterium_phage_PHL111M01|NC_0273361_Propionibacterium_phage_PHL009M11|NC_0188471_Propionibacterium_phage_ATCC29399B_T|NC_0095411_Propionibacterium_phage_PA6|NC_0276221_Propionibacterium_phage_Stormborn|NC_0310052_Propionibacterium_phage_QueenBey|NC_0273801_Propionibacterium_phage_PHL067M01|NC_0276251_Propionibacterium_phage_Kubed|NC_0273621_Propionibacterium_phage_PHL116M00|NC_0276281_Propionibacterium_phage_Lauchelly|NC_0273671_Propionibacterium_phage_PHL132N00|NC_0188381_Propionibacterium_phage_P100_A|NC_0273611_Propionibacterium_phage_PHL085N00|NC_0273541_Propionibacterium_phage_PHL301M00|NC_0276291_Propionibacterium_phage_Attacne|NC_0223411_Propionibacterium_phage_PHL113M01|NC_0223361_Propionibacterium_phage_PHL010M04|NC_0273711_Propionibacterium_phage_Pacnes_201215|NC_0273761_Propionibacterium_phage_PHL308M00|NC_0273861_Propionibacterium_phage_PHL152M00|NC_0273331_Propionibacterium_phage_PHL070N00|NC_0154541_Propionibacterium_phage_PAD20_endogenous_virus|NC_0188451_Propionibacterium_phage_P104A|NC_0223381_Propionibacterium_phage_PHL060L00|NC_0310841_Propionibacterium_phage_BruceLethal|NC_0289671_Propionibacterium_phage_PAC1|NC_0223341_Propionibacterium_phage_PHL112N00|NC_0273731_Propionibacterium_phage_PHL030N00|NC_0273461_Propionibacterium_phage_PHL171M01|NC_0276301_Propionibacterium_phage_Ouroboros|NC_0273851_Propionibacterium_phage_PHL092M00|NC_0311191_Propionibacterium_phage_Enoki|NC_0276261_Propionibacterium_phage_Procrass1|NC_0188401_Propionibacterium_phage_P100_1|NC_0286941_Propionibacterium_phage_PA114	kSGB4820 	1	663
M1222	kVSG	NC_0223401_Propionibacterium_phage_PHL114L00|NC_0276211_Propionibacterium_phage_Wizzo|NC_0188521_Propionibacterium_phage_P100D|NC_0276201_Propionibacterium_phage_MrAK|NC_0419541_Propionibacterium_phage_Keiki|NC_0273701_Propionibacterium_phage_PHL179M00|NC_0273911_Propionibacterium_phage_PHL041M10|NC_0188391_Propionibacterium_phage_P144|NC_0272951_Propionibacterium_phage_PHL199M00|NC_0154531_Propionibacterium_phage_PAS50_endogenous_virus|NC_0276271_Propionibacterium_phage_Solid|NC_0274001_Propionibacterium_phage_PHL055N00|NC_0273891_Propionibacterium_phage_PHL141N00|NC_0223371_Propionibacterium_phage_PHL071N05|NC_0273571_Propionibacterium_phage_PHL025M00|NC_0274011_Propionibacterium_phage_PHL095N00|NC_0188421_Propionibacterium_phage_P11|NC_0223421_Propionibacterium_phage_PHL111M01|NC_0273361_Propionibacterium_phage_PHL009M11|NC_0188471_Propionibacterium_phage_ATCC29399B_T|NC_0095411_Propionibacterium_phage_PA6|NC_0276221_Propionibacterium_phage_Stormborn|NC_0310052_Propionibacterium_phage_QueenBey|NC_0273801_Propionibacterium_phage_PHL067M01|NC_0276251_Propionibacterium_phage_Kubed|NC_0273621_Propionibacterium_phage_PHL116M00|NC_0276281_Propionibacterium_phage_Lauchelly|NC_0273671_Propionibacterium_phage_PHL132N00|NC_0188381_Propionibacterium_phage_P100_A|NC_0273611_Propionibacterium_phage_PHL085N00|NC_0273541_Propionibacterium_phage_PHL301M00|NC_0276291_Propionibacterium_phage_Attacne|NC_0223411_Propionibacterium_phage_PHL113M01|NC_0223361_Propionibacterium_phage_PHL010M04|NC_0273711_Propionibacterium_phage_Pacnes_201215|NC_0273761_Propionibacterium_phage_PHL308M00|NC_0273861_Propionibacterium_phage_PHL152M00|NC_0273331_Propionibacterium_phage_PHL070N00|NC_0154541_Propionibacterium_phage_PAD20_endogenous_virus|NC_0188451_Propionibacterium_phage_P104A|NC_0223381_Propionibacterium_phage_PHL060L00|NC_0310841_Propionibacterium_phage_BruceLethal|NC_0289671_Propionibacterium_phage_PAC1|NC_0223341_Propionibacterium_phage_PHL112N00|NC_0273731_Propionibacterium_phage_PHL030N00|NC_0273461_Propionibacterium_phage_PHL171M01|NC_0276301_Propionibacterium_phage_Ouroboros|NC_0273851_Propionibacterium_phage_PHL092M00|NC_0311191_Propionibacterium_phage_Enoki|NC_0276261_Propionibacterium_phage_Procrass1|NC_0188401_Propionibacterium_phage_P100_1|NC_0286941_Propionibacterium_phage_PA114	kSGB15887 	1	6
